vrstaSmjestaja,podrucje,lokacija,brSoba,brKupatila,cijena,stambenaPovrsina,zemljiste,parkingMjesta,odMora,novogradnja,klima,naslov,opis,webStranica,oglasio,mobilni,id,zadnjaPromjena,slike,url
Iznajmljujem Apartman za Odmor,Herceg Novi,Baošići ,20,2,1,33,,5,200,false,true,Super cijena-izdajem apartmane u Baosicima,"Povoljno izdajem apartmane u Baosicima, promo cijena 4oro krevetnog apartmana 20 eura a dvokrevetnog 10 eura u periodu 01.05.-01.07. i u periodu od 01.09.",,Dragan,Mobitel,1529645,3 Apr 2020,"https://www.realitica.com/images/listing_photos/1529645_20160618_113120.jpg,https://www.realitica.com/images/listing_photos/1529645_20160618_113326.jpg,https://www.realitica.com/images/listing_photos/1529645_20160618_113053.jpg,https://www.realitica.com/images/listing_photos/1529645_20160618_113434.jpg",https://www.realitica.com/hr/listing/1529645
Iznajmljujem Apartman za Odmor,Herceg Novi,Baošići ,35,1,1,35,,100,5,false,true,"Iznajmljujem Stan-Apartman, Baošići","Ako ste zeljni pravog odmora,zdravog sna bez buke i muzike da nakon uzivanja na malim pjescanim plazama zaspete uz muziku svitaca, a budite se uz cvrkut ptica sa obliznjih mimoza na pravom ste mjestu. Iz slika u prilogu vidite apartmane koje nudimo uz srdacnu dobrodoslicu i ljubazne domacine na raspolaganju vam je i rostilj kao i obezbjedjen parking u hladovini ispod odrine uz napomenu da ko jednom ljetuje kod nas,ponovo se vraca i narednih sezona. Informacije i rezervacije na telefon +382 69/ 483-293",,Dragan,Mobitel,1306915,3 Apr 2020,"https://www.realitica.com/images/listing_photos/1306915_20160618_113053.jpg,https://www.realitica.com/images/listing_photos/1306915_20160618_113505.jpg,https://www.realitica.com/images/listing_photos/1306915_20160618_113417.jpg,https://www.realitica.com/images/listing_photos/1306915_20160618_113224.jpg",https://www.realitica.com/hr/listing/1306915
Iznajmljujem Apartman za Odmor,Bar,Bar Makedonska Bar,30,1,1,55,,,150,false,true,"Iznajmljujem Stan-Apartman, Bar, Bar Područje",Apartman u centru Bara (Crna Gora ).Isti mozete pogledati na adresi apartmanbar.me,,Djordjije,,447473,3 Apr 2020,"https://www.realitica.com/images/listing_photos/447473_img_1696.jpg,https://www.realitica.com/images/listing_photos/447473_img_1697.jpg,https://www.realitica.com/images/listing_photos/447473_img_1704.jpg,https://www.realitica.com/images/listing_photos/447473_img_1708.jpg",https://www.realitica.com/hr/listing/447473
Iznajmljujem Apartman za Odmor,Bar,"Bar Bar, Montenegro",30,1,1,55,,55,2,false,true,"Iznajmljujem Stan-Apartman, Bar",Izdajem apartman za ljetovanje. Pogledajte moj sajt na adresi apartmanbar.me 0038267340267,http://apartmanbar.me,Djordjije,,1404602,3 Apr 2020,"https://www.realitica.com/images/listing_photos/1404602_img_1696.jpg,https://www.realitica.com/images/listing_photos/1404602_img_1697.jpg,https://www.realitica.com/images/listing_photos/1404602_img_1700.jpg,https://www.realitica.com/images/listing_photos/1404602_img_1729--1-.jpg",https://www.realitica.com/hr/listing/1404602
Iznajmljujem Kuća za Odmor,Žabljak,"Savin Kuk Virak, Savin kuk",35,1,1,45,,1,,false,false,"Jednosoban bungalov, Savin Kuk, Zabljak","Jednososban bungalov je tipična kućica u planini sa sopstvenim prostranim dvorištem, otvorenim vidicima. Gosti zaista vole boraviti ovdje. Spavaća soba je u potkrovlju sa jednim bračnim i jednim samac krevetom, što čini bungalov pogodnim za solo putnike, parove i manje porodice...",http://familyfarm.me,Tanja,,1805627,2 Apr 2020,"https://www.realitica.com/images/listing_photos/1805627_location-of-the-cabin.jpg,https://www.realitica.com/images/listing_photos/1805627_dscf3593.jpg,https://www.realitica.com/images/listing_photos/1805627_double-bed-in-the-bedroom.jpg,https://www.realitica.com/images/listing_photos/1805627_dining-area.jpg",https://www.realitica.com/hr/listing/1805627
Iznajmljujem Apartman za Odmor,Bar,Sutomore niska bb Sutomore,30,1,1,35,,,300,true,true,"Stan-Apartman 300m od plaze, Sutomore","Izdajem stan-apartman sa 4 lezaja u Sutomoru, 300m od plaze i setalista. Opremljen, posebno spavaca soba, dnevna zajedno sa kuhinjom u kojoj je jos jedan lezaj za sjedjenje i spavanje, kupatilo i terasa sa koje se vidi plaza i more. Stan je na prvom spratu stambene zgrade, klimatizovan, tv, masina za ves, frizider i ostalo osnovno za boravak.  Dnevna cijena je 30 eura ukupno za sve osobe u apartmanu, tel: +38267512003.",,Milijana,Mobitel,1637272,1 Apr 2020,"/b_images/1637272_pogled-sa-terase-apartmana--.jpg,/b_images/1637272_apartman--s.-soba.jpg,/b_images/1637272_kupatilo.jpg,/b_images/1637272_dn-soba.jpg",https://www.realitica.com/hr/listing/1637272
Iznajmljujem Apartman za Odmor,Bar,Sutomore niska bb sutomore,30,1,1,34,,1,300,true,true,"Iznajmljujem Stan-Apartman, Sutomore","Izdajem stan-apartman sa 4 lezaja u Sutomoru, 300m od plaze i setalista. Opremljen, posebno spavaca soba, dnevna zajedno sa kuhinjom u kojoj je jos jedan lezaj za sjedjenje i spavanje, kupatilo i terasa sa koje se vidi plaza i more. Stan je na prvom spratu stambene zgrade, klimatizovan, tv, masina za ves, frizider i ostalo osnovno za boravak. Dnevna cijena je 30 eura ukupno za sve osobe u apartmanu, tel: +38267512003.",,Milijana,Mobitel,2014319,1 Apr 2020,"https://www.realitica.com/images/listing_photos/2014319_pogled-sa-terase-apartmana--.jpg,https://www.realitica.com/images/listing_photos/2014319_apartman--s.-soba.jpg,https://www.realitica.com/images/listing_photos/2014319_kupatilo.jpg,https://www.realitica.com/images/listing_photos/2014319_apartman--terasa.jpg",https://www.realitica.com/hr/listing/2014319
Iznajmljujem Apartman za Odmor,Herceg Novi,"Kamenari Kamenari, crkva sv, Nedelje BB, Josice",150,3,1,50,,130,2,true,true,"Iznajmljujem Stan-Apartman, Kamenari",Kuca sa dva zasebna apartmana se nalazi na brdu kod svetionika izmedju Kamenara i Bijele. Svaki apartman je uslovan i pogodan za boravak tokom cele godine. Cena rentiranja apartmana usezoni je 25 eura po danu a van sezone je 150 eura svaki zasebno. Za rentiranje cele kuce dajem odredjeni popust. Kontakt Majan +381604219600,,Marjan,Mobitel,1641741,31 Mar 2020,"/b_images/1641741_house-side-rom-street.jpg,/b_images/1641741_position-house-side-from-bijela-to-tivat.jpg,/b_images/1641741_3.1-floor-bedrom-apartman.jpg,/b_images/1641741_3.-floor-terrace.jpg",https://www.realitica.com/hr/listing/1641741
Iznajmljujem Kuća za Odmor,Budva,Babin Do ,110,3,2,110,,50,3,true,true,Izdajem kucu kao duplex  trosoban stan - Budva - Crna Gora,"Opis: Kuca se nalazi u naselju, Babin Do, na 5 min hoda od centra grada. Kuca je povrsine 55m2 u osnovi sto znaci ukupno 110m2 -50m2 terase dvorista. Iz kuce odlican  pogled na more i okolinu. Struktura kuce< prizemlju se sastoji od dnevni boravak sa trpezarijom i kuhinjom te hodnik i mali toilet, iz dnevnog boravka se izlazi na veliku terasu tj dvoriste kuce.Na spratu su tri spavace sobe i kupatilo I jedna velika spavaca soba ima svoju terasu i druga je manja odmah do nje one gledaju na more a treca soba je takodje velika i ona gleda na zadnju stranu kuce. Ispred kuce ima parking mjesta za 3 auta. U ljetnim mjesecima : ( Jun, Jul i Avgust)se izdaje  110 eura /dan . Sada od 1 Oktobra do prvog juna 450 eura /mjesec. Za vise informacija kontakti: Tel./vibet:+38267597174 Tel:+38269884186 E-mail:start2010@t-com.me www.facebook.com/consultationinvestmentpropertymontenegro Consultation on investment in property of Montenegro's photo.",,Sanja,Mobitel,1182336,30 Mar 2020,"https://www.realitica.com/images/listing_photos/1182336_5-dnevni-iy-dr-ugla.jpg,https://www.realitica.com/images/listing_photos/1182336_trpezarija2.jpg,https://www.realitica.com/images/listing_photos/1182336_trecasoba1.jpg,https://www.realitica.com/images/listing_photos/1182336_kucaspolja2.jpg",https://www.realitica.com/hr/listing/1182336
Iznajmljujem Apartman za Odmor,Podgorica,Donja Gorica ,70,1,1,40,,,,false,false,Za rentu opremljen - srtudio Apartman - Donja Gorica- Podgorica - Montenegro,"Donja Gorica, Ul.Ljeskopoljska . U privatnom stanbenom objektu,stidio apartman,konforni maksimalno namjesten i opremljen. Srudio se sastoj od: pretsoblj,Kupatila, kuhinje, konforne sobe koja je opremljena sa Djakuziom, saunom i do najsitnih detalja. Apartman je predvidjen za dvije osobe. Izdaje se za : dnevni odmor na period od 6h ,na dan i duze. Za vise informacija kontakti : ""FIVE STAR PROPERTIES D.O.O"" Ul.Radoja Dakica, Br.30 A 81000 Podgorica. Crna Gora  Tel./viber/ Whats App :+38267597174 Tel:+38269884186 E-mail:fivestarproperties8@gmail.com E-mail:start2010@t-com.me E- mail: consultationinvastmentpropery@gmail.com www.facebook.com/consultationinvestmentpropertymontenegro Consultation on investment in property of Montenegro",,Sanja,Mobitel,1786069,30 Mar 2020,"https://www.realitica.com/images/listing_photos/1786069_img-ffff68d3855315cbe705a149e6318173-v.jpg,https://www.realitica.com/images/listing_photos/1786069_img-fe078a8c8b33b70db8bc38c30c04aa68-v.jpg,https://www.realitica.com/images/listing_photos/1786069_img-e182a28b60c22826b47a7054271be09e-v.jpg,https://www.realitica.com/images/listing_photos/1786069_img-d959a7ba9eb300b972a27d0c43d080e1-v.jpg",https://www.realitica.com/hr/listing/1786069
Iznajmljujem Apartman za Odmor,Budva,Gospoština ,30,1,1,49,,,200,true,true,"Iznajmljujem Stan-Apartman, Gospoština",Moderan i udoban stan sa prelijepim pogledom na more i Stari grad Budvu. Izdaje se na dnevnom nivou. Za april i maj moguć dogovor za mjesečni zakup. ,,Dean,Mobitel,2275194,29 Mar 2020,"https://www.realitica.com/images/listing_photos/2275194_img_20200329_151859_623.jpg,https://www.realitica.com/images/listing_photos/2275194_img_20200329_151859_622.jpg,https://www.realitica.com/images/listing_photos/2275194_img_20200329_145834.jpg,https://www.realitica.com/images/listing_photos/2275194_img_20200329_145733.jpg",https://www.realitica.com/hr/listing/2275194
Iznajmljujem Kuća za Odmor,Herceg Novi,"Meljine Narodni front 161, Herceg Novi Spavaćih",,2,1,70,,2,70,false,true,"Iznajmljujem Kuću, Meljine","Kuća ima dvije sobe, kuhinju koja je kompletno opremljena, kupatilo, veliki hodnik, TV-kablovska, WI-FI, klime. Ispred kuće je prostrana terasa. Obezbijeđen parking. Udaljenost od mora je 70m. Broj telefona  Mobilni 069-042-132                             Fiksni  031/348-134   ",,Seka,Mobitel,2260495,28 Mar 2020,"https://www.realitica.com/images/listing_photos/2260495_012.jpg,https://www.realitica.com/images/listing_photos/2260495_002.jpg,https://www.realitica.com/images/listing_photos/2260495_007.jpg,https://www.realitica.com/images/listing_photos/2260495_009.jpg",https://www.realitica.com/hr/listing/2260495
Iznajmljujem Apartman za Odmor,Herceg Novi,"Meljine Narodni front 161, Herceg Novi",,,1,,,1,70,false,true,"Iznajmljujem Stan-Apartman, Meljine",Studio apartman  Broj telefona 069-042-132 ili 031/348-134,,Seka,Mobitel,2274981,28 Mar 2020,"https://www.realitica.com/images/listing_photos/2274981_021.jpg,https://www.realitica.com/images/listing_photos/2274981_002.jpg,https://www.realitica.com/images/listing_photos/2274981_003.jpg,https://www.realitica.com/images/listing_photos/2274981_007.jpg",https://www.realitica.com/hr/listing/2274981
Iznajmljujem Apartman za Odmor,Herceg Novi,"Meljine Narodni front 161, Herceg Novi Spavaćih",,3,1,70,,2,70,false,true,"Iznajmljujem Stan-Apartman, Meljine","Iznajmljujem trosoban stan tokom ljetne turističke sezone. Stan je kompletno opremljen: dnevna soba sa ležajima, dvije sobe, kuhinjom,kupatilom, tv-kablovska, klime, WI-FI. Ispred stana je prostrana terasa. Obezbijeđen parking. Udaljenost od mora je 70m. Broj telefona je 069-042-132 ili 031/348-134",,Seka,Mobitel,2274980,28 Mar 2020,"https://www.realitica.com/images/listing_photos/2274980_005.jpg,https://www.realitica.com/images/listing_photos/2274980_001.jpg,https://www.realitica.com/images/listing_photos/2274980_012.jpg,https://www.realitica.com/images/listing_photos/2274980_003.jpg",https://www.realitica.com/hr/listing/2274980
Iznajmljujem Apartman za Odmor,Kotor,"Prčanj Prcanj 208,Prcanj",70,2,1,61,,1,5,false,true,"Iznajmljujem Stan-Apartman, Prčanj, Kotor Područje","Apartmani se nalaze na samoj pjeni od mora ( 5m ) ,blizu hotela Vrmac-poznatog vazdušnog lječilišta. Raspolažemo sa 2 velika apartmana(kapaciteta 12 osoba),smeštenih u kamenoj kući koja pruža prijatnu hladovinu.Svaki apartman(61m2) sadrži po 2 spavaće sobe sa po 2 kreveta,kupatilo sa tuš kabinom i objezbedjenim peškirima,dnevnu sobu,koja gleda na more,sa dvosjedom i trosjedom na razvlačenje odnosno u drugom apartmanu 2 fotelje koje se razvlače.Kuhinje su kompletno opremljene(posudje,toster,el.čajnik,mikrotalasna).Apartmani imaju Total TV,DVD,Wi Fi.Ispred se nalazi velika ponta sa plastičnim garniturama za sjedanje,suncobranima i lezaljkama.Pored je zajednički parking. Da bi Vaš boravak bio sto prijatniji pružamo i niz dodatnih usluga(uz doplatu):upotreba veš mašine,upotreba roštilja,rent-a-bike,rent a kayak,ekskurzije gliseron,transfere i razne obilaske(širom Crne Gore i do Dubrovnika).",,Ivana,Mobitel,349597,24 Mar 2020,"https://www.realitica.com/images/listing_photos/349597_ponta.jpg,https://www.realitica.com/images/listing_photos/349597_01.jpg,https://www.realitica.com/images/listing_photos/349597_1-04.jpg,https://www.realitica.com/images/listing_photos/349597_06.jpg",https://www.realitica.com/hr/listing/349597
Iznajmljujem Apartman za Odmor,Ulcinj,Donji Štoj Ulcinj,,1,1,25,,1,1000,true,true,"Iznajmljujem Stan-Apartman, Donji Štoj","Izdajem Studio sobu sa kuhinjom, kupatilom, TV-Klima max, za 4 Osoba. Hvala za Interosovanje. Kontakt wiber Wahts App e-meil ",http://Laura's Appartements,Shukri,Mobitel,1989729,23 Mar 2020,"https://www.realitica.com/images/listing_photos/1989729_img-20160605-wa0003.jpg,https://www.realitica.com/images/listing_photos/1989729_img-20160605-wa0002.jpg,https://www.realitica.com/images/listing_photos/1989729_img_20160716_131057.jpg,https://www.realitica.com/images/listing_photos/1989729_img_20160716_131223.jpg",https://www.realitica.com/hr/listing/1989729
Iznajmljujem Apartman za Odmor,Ulcinj,Donji Štoj Ulcinj,,1,1,60,,1,1000,true,true,"Iznajmljujem Stan-Apartman, Donji Štoj","Izdajem Apartment za max 6 Osoba apartman ima jednu spavaću sobu i veliki dnevni boravak i sve uslovne upotrebe, Kuhinju,TV, Wi Fi.klimu,tdlj.  Hvala za vaše interesovanje. Kontakt wiber Wahts App e-meil ",http://Laura's Appartements,Shukri,Mobitel,1989741,23 Mar 2020,"https://www.realitica.com/images/listing_photos/1989741_img_20180803_172827.jpg,https://www.realitica.com/images/listing_photos/1989741_img_20180803_173052.jpg,https://www.realitica.com/images/listing_photos/1989741_img_20180803_172933.jpg,https://www.realitica.com/images/listing_photos/1989741_img_20180803_173013.jpg",https://www.realitica.com/hr/listing/1989741
Iznajmljujem Apartman za Odmor,Ulcinj,Donji Štoj Ulcinj,,2,1,60,,1,1000,true,true,"Iznajmljujem Stan-Apartman, Donji Štoj","Izdajem apartman za max 6 osoba Apartman ima svu uslovnu upotrebu, mini kuhinju, TV, Vi Fi.clima, tdlj.  Hvala na vaše interesovanju Kontakt wiber Wahts App e-meil ",http://Laura's Appartements,Shukri,Mobitel,1989743,23 Mar 2020,"https://www.realitica.com/images/listing_photos/1989743_img-20170521-wa0002.jpg,https://www.realitica.com/images/listing_photos/1989743_img-20170521-wa0004.jpg,https://www.realitica.com/images/listing_photos/1989743_img-20170521-wa0007.jpg,https://www.realitica.com/images/listing_photos/1989743_img-20170521-wa0010.jpg",https://www.realitica.com/hr/listing/1989743
Iznajmljujem Apartman za Odmor,Ulcinj,Donji Štoj Ulcinj,,2,1,60,,1,1000,true,true,"Iznajmljujem Stan-Apartman, Donji Štoj","Iznajmljujem apartman za max 6 osoba Apartman ima dvije spavaće sobe i dnevni boravak sa kuhinjom i svu uslovnu upotrebu, kuhinju, TV, Vi Fi.clima Hvala na vaše interesovanju Kontakt wiber Wahts App e-meil ",http://Laura's Appartements,Shukri,Mobitel,1989744,23 Mar 2020,"https://www.realitica.com/images/listing_photos/1989744_img_20170421_113256.jpg,https://www.realitica.com/images/listing_photos/1989744_img_20170421_113409.jpg,https://www.realitica.com/images/listing_photos/1989744_img-20190623-wa0024.jpg,https://www.realitica.com/images/listing_photos/1989744_img-20190623-wa0031.jpg",https://www.realitica.com/hr/listing/1989744
Iznajmljujem Apartman za Odmor,Ulcinj,Donji Štoj Ulcinj,,1,1,25,,1,,true,true,"Iznajmljujem Stan-Apartman, Donji Štoj","Izdajem jednu spavaću sobu bez kuhinju, Soba ima brašni krevet, balkon, klima, TV, Wi Fi.kupatila. Kontakt. Wiber-whats App-e-meil",http://Laura's Appartements,Shukri,Mobitel,1989745,23 Mar 2020,"https://www.realitica.com/images/listing_photos/1989745_img_20180409_195923.jpg,https://www.realitica.com/images/listing_photos/1989745_img_20170422_124212.jpg,https://www.realitica.com/images/listing_photos/1989745_img_20160716_130201.jpg,https://www.realitica.com/images/listing_photos/1989745_img-20180804-wa0009.jpeg",https://www.realitica.com/hr/listing/1989745
Iznajmljujem Kuća za Odmor,Bar,Sutomore ,5,4,1,70,,160,,false,true,"Iznajmljujem Kuću 8 osoba , Sutomore, Bar Područje","Izdajem kucu za 8-9 osoba klimatizovanu, sa kuhinjom, trpezarijom i dnevnom sobom, 4 sobe, tv, kupatilom, dvoristem za odmor, parkingom.. Idealna je za vece porodice ili drustva. Cijena kuce krece se od 35-64€ dnevno sve zavisi od termina vaseg dolaska(za porodice vazi popust).  Kuca je komforna,uredna,opremljena sa svim sto je neophodno za vas ugodan boravak (od posteljine,do pribora za jelo i pripremanje jela) Odmah u blizini se nalaze prodavnice , pekara i restoran. CIJENA U JUNU I SEPTEMBRU JE 30-35€ DNEVNO za komplet kucu!!",,Marko,Mobitel,104716,22 Mar 2020,"https://www.realitica.com/images/listing_photos/104716_dsc03043.jpg,https://www.realitica.com/images/listing_photos/104716_dsc03044.jpg,https://www.realitica.com/images/listing_photos/104716_dsc03047.jpg,https://www.realitica.com/images/listing_photos/104716_dsc03050.jpg",https://www.realitica.com/hr/listing/104716
Iznajmljujem Kuća za Odmor,Ulcinj,Ulcinj ,400,5,5,200,,700,4,true,true,Vila za iznajmljivanje turistima  grad - Ulcin - Crna Gora,"Na udaljenosti oko 600 metara od Ulcinjske Male Plaze i Liman plaze , na udaljenosti oko 300 m od centra grad, mirnoj lokaciji okruzenom borovima, mjesto odlicno za odmor. Na placu od 700 m2, objekat povrsine oko 200 m2. Lijepo opremljena vila iz dva nivoa . Sastoji se od :velikog dnevnog boravka, kuhinja odvojena sankom ,trpezarija, 5 sobe spavace ,svaka soba ima svoje kupatilo, 4 terase . Vila je klimatizovana, ima internet. Dvoriste kultivisano , ispred vile bazen. Iz vile odlican pogled na more i okloinu. Vila se izdaje za sezonu 400 eura / dan. Za vise informacija kontakti : Tel. / Viber: +38267597174 Tell: +38269884186 E-mail: start2010@t-com.me facebook.com - Consultations on investment in property of Montenegro Consultations on investment in property of Montenegro",,Sanja,Mobitel,1368903,21 Mar 2020,"https://www.realitica.com/images/listing_photos/1368903_7582bcbf631d9140b1a7481193fbfc621b1dd00c87bbc564e9ecaf-v.jpg,https://www.realitica.com/images/listing_photos/1368903_3535743ad0e5fe73f7db7f2ec8c8a9d7ef5b28dc85110a135e67bd-v.jpg,https://www.realitica.com/images/listing_photos/1368903_73c6e113afe73184e926a8e7090b5079709111cac05f9559f236e0-v.jpg,https://www.realitica.com/images/listing_photos/1368903_371853ba583a6dd4da0093ccb92a09f245cb5ccd258a1470bce7fc-v.jpg",https://www.realitica.com/hr/listing/1368903
